label,pos0x,pos0y,pos0z,pos1x,pos1y,pos1z,pos2x,pos2y,pos2z,pos3x,pos3y,pos3z,pos4x,pos4y,pos4z,pos5x,pos5y,pos5z,pos6x,pos6y,pos6z,pos7x,pos7y,pos7z,pos8x,pos8y,pos8z,pos9x,pos9y,pos9z,pos10x,pos10y,pos10z,pos11x,pos11y,pos11z,pos12x,pos12y,pos12z,pos13x,pos13y,pos13z,pos14x,pos14y,pos14z,pos15x,pos15y,pos15z,pos16x,pos16y,pos16z,pos17x,pos17y,pos17z,pos18x,pos18y,pos18z,pos19x,pos19y,pos19z,pos20x,pos20y
1,0.3094988465309143,0.7983673214912415,-0.00014561462739948183,0.229641392827034,0.7563350200653076,-0.003505963133648038,0.2140922248363495,0.696033775806427,-0.030613327398896217,0.22957302629947662,0.6371512413024902,-0.05495021492242813,0.23615527153015137,0.5856034159660339,-0.08497200161218643,0.3091990053653717,0.6714717745780945,-0.10530825704336166,0.379034161567688,0.5945866703987122,-0.12950433790683746,0.4240843653678894,0.5531935691833496,-0.13682503998279572,0.4624985456466675,0.5247195363044739,-0.13829877972602844,0.3615271747112274,0.6898477673530579,-0.09922105818986893,0.42661887407302856,0.6066069006919861,-0.12490830570459366,0.46821409463882446,0.5566467046737671,-0.13037894666194916,0.5032761096954346,0.5247464179992676,-0.1315585821866989,0.40495413541793823,0.7164857387542725,-0.08298686891794205,0.46407830715179443,0.6368035078048706,-0.09531933069229126,0.498510479927063,0.5865930318832397,-0.0967097356915474,0.5242753028869629,0.5534451007843018,-0.0974944531917572,0.4394243657588959,0.747247576713562,-0.06007017195224762,0.4867885708808899,0.6804444789886475,-0.07854074984788895,0.5083845853805542,0.6406378746032715,-0.08835380524396896,0.5213302373886108,0.609424352645874,-0.09401042014360428
1,0.2191668003797531,0.7568842172622681,-0.00014542580174747854,0.15245383977890015,0.7140032649040222,0.040155112743377686,0.14526650309562683,0.6534913778305054,0.03867027163505554,0.16695280373096466,0.5962620973587036,0.030784836038947105,0.17295783758163452,0.5486371517181396,0.020548097789287567,0.2253742665052414,0.621086061000824,-0.020418034866452217,0.2954075336456299,0.55098956823349,-0.026453984901309013,0.3377472758293152,0.5128158926963806,-0.02758086659014225,0.37336304783821106,0.4868508279323578,-0.024076424539089203,0.275925874710083,0.6393123865127563,-0.033052489161491394,0.34297019243240356,0.5594109892845154,-0.03757482394576073,0.38518187403678894,0.5135872960090637,-0.037522315979003906,0.41667890548706055,0.4833242893218994,-0.03596998006105423,0.3207629323005676,0.6668878793716431,-0.035822607576847076,0.3817538619041443,0.5872912406921387,-0.03244692087173462,0.41460853815078735,0.5439661741256714,-0.024277327582240105,0.43932482600212097,0.5139722228050232,-0.014884424395859241,0.35847991704940796,0.7001394629478455,-0.028637409210205078,0.4072955250740051,0.6324657201766968,-0.029372060671448708,0.42895543575286865,0.5963494777679443,-0.023696841672062874,0.44502830505371094,0.5665338039398193,-0.019981183111667633
1,0.14197427034378052,0.620536208152771,-0.0001168752132798545,0.09103066474199295,0.5822340846061707,0.09702831506729126,0.09626498073339462,0.5354944467544556,0.13174675405025482,0.1155012771487236,0.49482885003089905,0.15062487125396729,0.12546804547309875,0.4683026671409607,0.17078797519207,0.15056073665618896,0.48427337408065796,0.0753522515296936,0.2222820222377777,0.4296537935733795,0.10523156076669693,0.26280829310417175,0.40252038836479187,0.1291447877883911,0.2917628586292267,0.38659238815307617,0.14871439337730408,0.18426360189914703,0.4971524477005005,0.033249206840991974,0.26183897256851196,0.4307040870189667,0.05105075240135193,0.30716827511787415,0.39960816502571106,0.0739656463265419,0.3395201563835144,0.37809696793556213,0.09339331090450287,0.22077545523643494,0.5201359391212463,0.0005533976946026087,0.291683167219162,0.45550066232681274,0.019059354439377785,0.32937467098236084,0.42324185371398926,0.04289228096604347,0.35592275857925415,0.4007475972175598,0.06093154475092888,0.25721555948257446,0.547677755355835,-0.022213734686374664,0.31296825408935547,0.49300897121429443,0.0004901299835182726,0.33825749158859253,0.46539926528930664,0.01860027015209198,0.3568621873855591,0.44407036900520325,0.028725266456604004
1,0.5778515934944153,0.9669064283370972,-3.611663851188496e-05,0.6038945317268372,0.9032084941864014,-0.0015243197558447719,0.6083405613899231,0.827964723110199,-0.003949363715946674,0.6105108857154846,0.7623157501220703,-0.0028664031997323036,0.6216758489608765,0.7143155932426453,0.0020371482241898775,0.5540330410003662,0.7942993640899658,-0.019506050273776054,0.5216458439826965,0.7116909027099609,-0.012604987248778343,0.5040530562400818,0.6701148748397827,-0.005111327860504389,0.4915030300617218,0.6425398588180542,-0.0020954397041350603,0.52912837266922,0.8169233798980713,-0.01422050129622221,0.49538958072662354,0.7241464257240295,-0.012691191397607327,0.4778132140636444,0.6756427884101868,-0.008431525900959969,0.4652448892593384,0.6434323191642761,-0.0045253620482981205,0.5113517045974731,0.8464253544807434,-0.006838622502982616,0.4814697206020355,0.7622391581535339,-0.0038288079667836428,0.46836256980895996,0.7117968797683716,0.0017264016205444932,0.45946329832077026,0.6765561103820801,0.007702759467065334,0.4995327293872833,0.8796888589859009,0.0024334797635674477,0.4729885756969452,0.8123165369033813,0.001471265684813261,0.4621359705924988,0.7747874855995178,0.0037285126745700836,0.45467710494995117,0.744489848613739,0.006285893265157938
1,0.5781763195991516,0.9072328209877014,-5.0999424274777994e-05,0.6042263507843018,0.8396430611610413,0.03124748356640339,0.6062475442886353,0.7575399279594421,0.04680371657013893,0.6054267287254333,0.6908008456230164,0.05908804014325142,0.6161252856254578,0.6478255391120911,0.07438720017671585,0.5575820803642273,0.7093794345855713,0.025209883227944374,0.525794267654419,0.6185753345489502,0.03958636894822121,0.5074405670166016,0.5782729983329773,0.05349336192011833,0.4941488206386566,0.5543166995048523,0.06362836807966232,0.5326107740402222,0.7302317023277283,0.014980108477175236,0.4996357858181,0.6281823515892029,0.024576235562562943,0.48163509368896484,0.5784169435501099,0.03564208373427391,0.4697975814342499,0.5488588213920593,0.04414284974336624,0.5124380588531494,0.7608996033668518,0.008136212825775146,0.4827321767807007,0.6672891974449158,0.01740100048482418,0.4699632525444031,0.6195427179336548,0.030666666105389595,0.4626938998699188,0.5900475978851318,0.04127109423279762,0.498602032661438,0.7966915965080261,0.005591917783021927,0.4728417992591858,0.7208178043365479,0.010527392849326134,0.4637852609157562,0.6801279783248901,0.01753840036690235,0.4591168165206909,0.6478474736213684,0.024170391261577606
1,0.6362414956092834,0.8217869997024536,-5.41354893357493e-05,0.6577554941177368,0.7637027502059937,0.032955847680568695,0.6568078994750977,0.6946287155151367,0.044988714158535004,0.6531481742858887,0.6369863748550415,0.05308116227388382,0.6606618165969849,0.6010732650756836,0.0607939288020134,0.6177371144294739,0.6430187225341797,0.005011022090911865,0.5866540670394897,0.5533356666564941,0.009299786761403084,0.570023238658905,0.5072600245475769,0.016016673296689987,0.5586455464363098,0.47534477710723877,0.019645199179649353,0.5952789187431335,0.6607688665390015,-0.009712557308375835,0.5634422302246094,0.5590101480484009,-0.01181244570761919,0.5457267165184021,0.5021050572395325,-0.009583820588886738,0.5332420468330383,0.4617493152618408,-0.009468653239309788,0.5763522386550903,0.6884100437164307,-0.019799482077360153,0.547173798084259,0.5914525985717773,-0.021258123219013214,0.533179521560669,0.5340291857719421,-0.017269868403673172,0.5236703157424927,0.49267321825027466,-0.011934016831219196,0.5623078942298889,0.7227766513824463,-0.02483030967414379,0.5368919372558594,0.6427425146102905,-0.030165789648890495,0.5264816284179688,0.599647045135498,-0.03038856014609337,0.5190172791481018,0.5629525184631348,-0.030185677111148834
1,0.6451970934867859,0.7115419507026672,-5.020445678383112e-05,0.6729986667633057,0.6552554965019226,0.010971959680318832,0.6793001294136047,0.5802443623542786,0.016749365255236626,0.6842312812805176,0.5154261589050293,0.02384365350008011,0.6989721059799194,0.47448408603668213,0.031577449291944504,0.6306604146957397,0.5237503051757812,-0.011415483430027962,0.5990079641342163,0.4343625009059906,-0.004052452277392149,0.5814896821975708,0.38899967074394226,0.0016012231353670359,0.5687366127967834,0.3599839508533478,0.003399521578103304,0.6051029562950134,0.5447047352790833,-0.012328330427408218,0.5730665922164917,0.44425004720687866,-0.01171597559005022,0.5572258830070496,0.3909400403499603,-0.0072275749407708645,0.5469686985015869,0.3576003909111023,-0.0029649012722074986,0.5845192074775696,0.5751140117645264,-0.010423149913549423,0.5565054416656494,0.4821467101573944,-0.010378068313002586,0.5449383854866028,0.4256759583950043,-0.002761201234534383,0.5370978116989136,0.3866494297981262,0.005498713813722134,0.5688644647598267,0.6104204058647156,-0.005293494090437889,0.5435287952423096,0.5323957204818726,-0.007869967259466648,0.5332980751991272,0.4895191788673401,-0.00444738520309329,0.5271559953689575,0.45436128973960876,-0.0015893916133791208
1,0.7177492380142212,0.8281069993972778,-6.025881157256663e-05,0.7452975511550903,0.766810417175293,0.025220826268196106,0.7535784840583801,0.6890810132026672,0.03540072962641716,0.7591150999069214,0.6242797374725342,0.04418596625328064,0.7726057171821594,0.5864981412887573,0.05425197631120682,0.7093093395233154,0.6386679410934448,-0.003907729405909777,0.6773732900619507,0.5484792590141296,0.0017427486600354314,0.6583602428436279,0.5048242211341858,0.010018882341682911,0.6453215479850769,0.47669196128845215,0.015201280824840069,0.6840410232543945,0.6553995013237,-0.014117906801402569,0.6506631970405579,0.5518720149993896,-0.016389206051826477,0.6311036348342896,0.4956153631210327,-0.012630126439034939,0.618374228477478,0.45811277627944946,-0.009905277751386166,0.6617031693458557,0.6815556883811951,-0.02014748938381672,0.6321488618850708,0.5845549702644348,-0.021358627825975418,0.61775141954422,0.5271085500717163,-0.012947771698236465,0.6091123223304749,0.48840761184692383,-0.0027354848571121693,0.644143283367157,0.7139830589294434,-0.022304575890302658,0.6181496381759644,0.6304428577423096,-0.025988344103097916,0.6079764366149902,0.5875499844551086,-0.021175550296902657,0.6018235087394714,0.5529348254203796,-0.016377365216612816
1,0.5617279410362244,0.9710440039634705,-6.459968426497653e-05,0.581584095954895,0.9069815278053284,-0.011543119326233864,0.5875303149223328,0.859538197517395,-0.032924067229032516,0.5872200727462769,0.8356104493141174,-0.046341195702552795,0.591943085193634,0.8247689604759216,-0.060296691954135895,0.5787641406059265,0.8783602118492126,-0.08517447859048843,0.549618124961853,0.8133693933486938,-0.11374358832836151,0.5302577018737793,0.785418689250946,-0.12385902553796768,0.5173742771148682,0.7669391632080078,-0.1286616325378418,0.5556358098983765,0.9039840698242188,-0.08559639006853104,0.5281722545623779,0.8331860899925232,-0.11527556926012039,0.5099254250526428,0.7949000597000122,-0.11809880286455154,0.4976029694080353,0.7737021446228027,-0.1205601766705513,0.5351959466934204,0.9288443922996521,-0.08153220266103745,0.5135021209716797,0.8681158423423767,-0.10382897406816483,0.4971999228000641,0.8304537534713745,-0.10988375544548035,0.4856036305427551,0.8036898374557495,-0.11835749447345734,0.518105685710907,0.9506666660308838,-0.07752567529678345,0.503434419631958,0.911202073097229,-0.09041336923837662,0.49494242668151855,0.8819822669029236,-0.09674907475709915,0.4877434968948364,0.859318733215332,-0.10568573325872421
1,0.5968314409255981,1.0251970291137695,2.5440947410970693e-06,0.631872832775116,0.9533470273017883,-0.004848444368690252,0.6446844339370728,0.8786419630050659,-0.020382922142744064,0.6554818153381348,0.8190357089042664,-0.02895284630358219,0.6789395213127136,0.7773061990737915,-0.040944572538137436,0.6006321310997009,0.8551130294799805,-0.06922793388366699,0.5675894618034363,0.7488115429878235,-0.08277813345193863,0.5482885837554932,0.692829430103302,-0.0848720371723175,0.533805787563324,0.653519868850708,-0.08568837493658066,0.5706960558891296,0.8770473599433899,-0.06238630414009094,0.5385257005691528,0.7589483261108398,-0.07998441159725189,0.5203097462654114,0.6953095197677612,-0.07497244328260422,0.50617516040802,0.649512529373169,-0.07231178134679794,0.5461899638175964,0.9038388729095459,-0.05102415755391121,0.5206190347671509,0.793694257736206,-0.05892400071024895,0.5059012174606323,0.7325860857963562,-0.047867972403764725,0.4956255853176117,0.6901286244392395,-0.037408336997032166,0.5283032655715942,0.9320205450057983,-0.03715912997722626,0.5076795816421509,0.8427461981773376,-0.04675661399960518,0.4968424439430237,0.79934161901474,-0.04261244088411331,0.4876641035079956,0.7653088569641113,-0.03999774158000946
