label,ux0point1,uy0point1,ux0point4,uy0point4,ux0point9,uy0point9,ux0point14,uy0point14,ux0point17,uy0point17,ux0point28,uy0point28,ux0point34,uy0point34,ux0point37,uy0point37,ux0point40,uy0point40,ux0point43,uy0point43,ux0point46,uy0point46,ux0point49,uy0point49,ux0point55,uy0point55,ux5point1,uy5point1,ux5point4,uy5point4,ux5point9,uy5point9,ux5point14,uy5point14,ux5point17,uy5point17,ux5point28,uy5point28,ux5point34,uy5point34,ux5point37,uy5point37,ux5point40,uy5point40,ux5point43,uy5point43,ux5point46,uy5point46,ux5point49,uy5point49,ux5point55,uy5point55,ux9point1,uy9point1,ux9point4,uy9point4,ux9point9,uy9point9,ux9point14,uy9point14,ux9point17,uy9point17,ux9point28,uy9point28,ux9point34,uy9point34,ux9point37,uy9point37,ux9point40,uy9point40,ux9point43,uy9point43,ux9point46,uy9point46,ux9point49,uy9point49,ux9point55,uy9point55,ux13point1,uy13point1,ux13point4,uy13point4,ux13point9,uy13point9,ux13point14,uy13point14,ux13point17,uy13point17,ux13point28,uy13point28,ux13point34,uy13point34,ux13point37,uy13point37,ux13point40,uy13point40,ux13point43,uy13point43,ux13point46,uy13point46,ux13point49,uy13point49,ux13point55,uy13point55,ux17point1,uy17point1,ux17point4,uy17point4,ux17point9,uy17point9,ux17point14,uy17point14,ux17point17,uy17point17,ux17point28,uy17point28,ux17point34,uy17point34,ux17point37,uy17point37,ux17point40,uy17point40,ux17point43,uy17point43,ux17point46,uy17point46,ux17point49,uy17point49,ux17point55,uy17point55
1,2.4079228907594996,-0.08307960505149208,2.466465745178322,1.3512203282096564,3.6178085487484943,2.961148824727271,4.671579928287298,1.3219489010002459,4.7106084978998455,-0.17089388667972505,3.6568371183610435,-0.14162245947031318,3.6568371183610435,1.380491755419067,2.8177228716912563,-0.11235103226090264,3.3055799918481092,-0.05380817784208022,3.930037105648881,-0.08307960505149208,4.398379940999461,-0.20016531388913691,3.168979998204191,1.878106017979057,4.105665668905348,1.8195631635602358,1.900131842768021,-1.9920036196924906,1.9586746971868434,-0.557703686431342,3.110017500757016,1.0522248100862723,4.16378888029582,-0.5869751136407526,4.202817449908367,-2.0798179013207236,3.149046070369565,-2.0505464741113117,3.149046070369565,-0.5284322592219315,2.309931823699778,-2.021275046901901,2.7977889438566304,-1.9627321924830787,3.4222460576574028,-1.9920036196924906,3.890588893007982,-2.1090893285301355,2.6611889502127126,-0.030817996661941627,3.5978746209138697,-0.08936085108076275,1.6282922942950768,-1.5903378816798197,1.6868351487138993,-0.15603794841867114,2.8381779522840715,1.4538905480989435,3.8919493318228753,-0.1853093756280817,3.930977901435423,-1.6781521633080527,2.8772065218966207,-1.6488807360986408,2.8772065218966207,-0.12676652120926057,2.038092275226834,-1.6196093088892303,2.5259493953836865,-1.5610664544704078,3.1504065091844584,-1.5903378816798197,3.6187493445350376,-1.7074235905174646,2.3893494017397683,0.37084774135072934,3.3260350724409258,0.3123048869319082,1.4458539346679389,-1.1341980158438485,1.5043967890867613,0.30010191741730013,2.655739592656934,1.9100304139349147,3.709510972195737,0.2708304902078896,3.748539541808285,-1.2220122974720813,2.694768162269483,-1.1927408702626696,2.694768162269483,0.3293733446267107,1.8556539155996958,-1.163469443053259,2.3435110357565483,-1.1049265886344366,2.9679681495573202,-1.1341980158438485,3.4363109849079,-1.2512837246814932,2.20691104211263,0.8269876071867006,3.1435967128137876,0.7684447527678795,1.3313225973545042,-0.6433027687466265,1.3898654517733264,0.7909971645145221,2.541208255343499,2.4009256610321366,3.5949796348823027,0.7617257373051115,3.6340082044948505,-0.7311170503748594,2.580236824956048,-0.7018456231654476,2.580236824956048,0.8202685917239326,1.741122578286261,-0.6725741959560371,2.228979698443114,-0.6140313415372146,2.853436812243886,-0.6433027687466265,3.321779647594465,-0.7603884775842713,2.0923797047991957,1.3178828542839225,3.0290653755003527,1.2593399998651014
1,2.2668352754625904,-0.058051923308301216,2.345535645127705,1.4470926465369733,3.62441665218578,2.981749855006663,4.686871642664796,1.3585547306637211,4.745896919913631,-0.14658983918155205,3.6834419294346143,-0.14658983918155205,3.7031170218508915,1.4175800079125556,2.8374129555346554,-0.11707720055713554,3.329290265941608,-0.058051923308301216,3.9588932232625074,-0.058051923308301216,4.4310954412531816,-0.17610247780596985,3.171889526611384,1.8897822259032289,4.13596905500901,1.8602695872788122,1.6829432329222203,-2.015483922732572,1.7616436025873345,-0.5103393528872974,3.0405246096454097,1.0243178555823924,4.102979600124426,-0.5988772687605495,4.162004877373261,-2.104021838605823,3.099549886894244,-2.104021838605823,3.119224979310521,-0.5398519915117151,2.253520912994285,-2.074509199981406,2.745398223401238,-2.015483922732572,3.375001180722137,-2.015483922732572,3.8472033987128116,-2.1335344772302407,2.5879974840710136,-0.06764977352104193,3.55207701246864,-0.09716241214545843,1.4475523179523138,-1.634176463927538,1.526252687617428,-0.12903189408226345,2.8051336946755034,1.4056253143874262,3.86758868515452,-0.2175698099555156,3.926613962403354,-1.722714379800789,2.8641589719243377,-1.722714379800789,2.883834064340615,-0.15854453270668128,2.0181299980243783,-1.6932017411763722,2.5100073084313315,-1.634176463927538,3.1396102657522307,-1.634176463927538,3.6118124837429053,-1.7522270184252067,2.3526065691011073,0.31365768528399196,3.3166860974987338,0.28414504665957546,1.2808616208191115,-1.1499636274115952,1.3595619904842255,0.35518094243367926,2.6384429975423007,1.889838150903369,3.700897988021317,0.2666430265604271,3.7599232652701517,-1.238501543284846,2.697468274791135,-1.238501543284846,2.7171433672074126,0.32566830380926143,1.851439300891176,-1.2089889046604296,2.343316611298129,-1.1499636274115952,2.9729195686190284,-1.1499636274115952,3.4451217866097026,-1.2680141819092638,2.1859158719679046,0.7978705217999347,3.149995400365531,0.7683578831755182,1.1803739368736879,-0.6722587215234095,1.259074306538802,0.8328858483218651,2.537955313596877,2.367543056791555,3.6004103040758935,0.744347932448613,3.659435581324728,-0.7607966373966603,2.5969805908457113,-0.7607966373966603,2.616655683261989,0.8033732096974472,1.7509516169457524,-0.7312839987722438,2.2428289273527056,-0.6722587215234095,2.8724318846736048,-0.6722587215234095,3.344634102664279,-0.7903092760210781,2.085428188022481,1.2755754276881206,3.0495077164201074,1.246062789063704
1,2.0426243215653117,-0.12873570566366208,2.13916722982115,1.3483707906506706,3.3749164554958857,2.796514414488251,4.417579864658944,1.1745935557901608,4.45619702796128,-0.3314758130009229,3.413533618798222,-0.3025129405241706,3.432842200449389,1.2325193007436641,2.583264607798008,-0.2735500680474196,3.0466705674260344,-0.21562432309391633,3.68385376191457,-0.21562432309391633,4.147259721542596,-0.3314758130009229,2.911510495867861,1.7248881328484411,3.85763099677508,1.637999515418187,1.6516359286806668,-1.9767707087894186,1.748178836936505,-0.499664212475086,2.9839280626112408,0.9484794113624944,4.026591471774299,-0.6734414473355959,4.065208635076634,-2.1795108161266796,3.0225452259135768,-2.150547943649927,3.0418538075647437,-0.6155157023820925,2.192276214913363,-2.1215850711731763,2.655682174541389,-2.063659326219673,3.292865369029925,-2.063659326219673,3.7562713286579514,-2.1795108161266796,2.520522102983216,-0.12314687027731543,3.4666426038904348,-0.2100354877075697,1.4073351644107188,-1.6014069085793021,1.503878072666557,-0.12430041226496939,2.7396272983412926,1.323843211572611,3.7822907075043513,-0.2980776471254792,3.8209078708066864,-1.804147015916563,2.778244461643629,-1.7751841434398106,2.797553043294796,-0.24015190217197593,1.947975450643415,-1.7462212709630596,2.4113814102714413,-1.6882955260095562,3.048564604759977,-1.6882955260095562,3.5119705643880033,-1.804147015916563,2.2762213387132677,0.2522169299328012,3.222341839620487,0.16532831250254695,1.2159882832821018,-1.1820605739717212,1.3125311915379403,0.2950459223426114,2.5482804172126756,1.7431895461801918,3.5909438263757347,0.12126868748210162,3.6295609896780694,-1.384800681308982,2.586897580515012,-1.3558378088322298,2.606206162166179,0.1791944324356049,1.756628569514798,-1.3268749363554788,2.2200345291428243,-1.2689491914019755,2.85721772363136,-1.2689491914019755,3.3206236832593863,-1.384800681308982,2.0848744575846507,0.6715632645403821,3.03099495849187,0.5846746471101277,1.0756914976957672,-0.752125672427683,1.1722344059516057,0.7249808238866496,2.407983631626341,2.17312444772423,3.4506470407894,0.5512035890261399,3.489264204091735,-0.9548657797649438,2.4466007949286777,-0.9259029072881916,2.4659093765798445,0.6091293339796431,1.6163317839284637,-0.8969400348114406,2.07973774355649,-0.8390142898579374,2.7169209380450257,-0.8390142898579374,3.180326897673052,-0.9548657797649438,1.9445776719983163,1.1014981660844203,2.8906981729055357,1.014609548654166
1,2.2400781979128417,0.09342202317032215,2.338453659994233,1.539541315766762,3.538634297387195,3.0151732469876182,4.601089287866211,1.3919781226446768,4.640439472698768,-0.08365380857617945,3.5779844822197506,-0.14267908582501507,3.597659574636029,1.4214907612690932,2.751630600736072,-0.08365380857617945,3.223832818726746,-0.05414116995176295,3.873110868463922,-0.05414116995176295,4.345313086454596,-0.14267908582501507,3.0861071718127993,1.923205617884184,4.050186700210425,1.8641803406353499,1.7357427751613501,-2.100523894497927,1.8341182372427416,-0.6544046019014874,3.0342988746357036,0.8212273293193688,4.09675386511472,-0.8019677950235725,4.136104049947277,-2.277599726244429,3.0736490594682593,-2.3366250034932645,3.093324151884538,-0.7724551563991561,2.2472951779845802,-2.277599726244429,2.719497395975255,-2.248087087620012,3.368775445712431,-2.248087087620012,3.840977663703105,-2.3366250034932645,2.5817717490613075,-0.2707402997840651,3.5458512774589335,-0.32976557703289944,1.4521077521190549,-1.7124791196845928,1.550483214200446,-0.26635982708815303,2.750663851593408,1.2092721041327033,3.813118842072424,-0.4139230202102381,3.852469026904981,-1.8895549514310943,2.790014036425964,-1.9485802286799299,2.8096891288422423,-0.38441038158582164,1.963660154942285,-1.8895549514310943,2.4358623729329594,-1.8600423128066779,3.0851404226701353,-1.8600423128066779,3.55734264066081,-1.9485802286799299,2.298136726019012,0.1173044750292693,3.2622162544166384,0.058279197780435,1.2531257854033007,-1.1841321137703587,1.351501247484692,0.261987178826081,2.551681884877654,1.7376191100469374,3.61413687535667,0.11442398570399594,3.653487060189227,-1.3612079455168602,2.59103206971021,-1.420233222765696,2.6107071621264883,0.14393662432841242,1.7646781882265308,-1.3612079455168602,2.2368804062172054,-1.3316953068924438,2.8861584559543814,-1.3316953068924438,3.3583606739450556,-1.420233222765696,2.099154759303258,0.6456514809435033,3.063234287700884,0.586626203694669,1.1220088204300622,-0.6553453352707265,1.2203842825114537,0.7907739573257133,2.4205649199044155,2.2664058885465694,3.483019910383432,0.6432107642036282,3.522370095215989,-0.832421167017228,2.459915104736971,-0.8914464442660637,2.4795901971532497,0.6727234028280447,1.6335612232532923,-0.832421167017228,2.1057634412439667,-0.8029085283928116,2.7550414909811427,-0.8029085283928116,3.2272437089718173,-0.8914464442660637,1.9680377943300198,1.1744382594431355,2.932117322727646,1.1154129821943013
1,2.476087299914778,-0.17940686668187575,2.53401304486828,1.2687367571557042,3.615293617333674,2.832731870900289,4.696574189799066,1.3266625021092062,4.773808516403737,-0.20836973915862803,3.73114510724068,-0.2662954841121313,3.7118365255895123,1.2687367571557042,2.900876096240468,-0.2373326116353803,3.3642820558684927,-0.17940686668187575,4.001465250357028,-0.17940686668187575,4.464871209985055,-0.2662954841121313,3.209813402659151,1.7321427167837289,4.175242485217538,1.6742169718302256,2.014701578644127,-2.335909322091364,2.072627323597629,-0.8877656982537838,3.1539078960630227,0.6762294154908014,4.235188468528415,-0.8298399533002818,4.312422795133086,-2.364872194568116,3.269759385970029,-2.4227979395216193,3.2504508043188607,-0.8877656982537838,2.4394903749698167,-2.393835067044868,2.902896334597841,-2.335909322091364,3.540079529086377,-2.335909322091364,4.003485488714403,-2.4227979395216193,2.7484276813885,-0.4243597386257591,3.713856763946887,-0.4822854835792623,1.7425780323861955,-1.9063258996506685,1.8005037773396975,-0.4581822758130884,2.881784349805091,1.1058128379314967,3.9630649222704832,-0.40025653085958646,4.040299248875154,-1.9352887721274206,2.9976358397120975,-1.993214517080924,2.9783272580609292,-0.4581822758130884,2.1673668287118852,-1.964251644604173,2.6307727883399097,-1.9063258996506685,3.2679559828284455,-1.9063258996506685,3.7313619424564717,-1.993214517080924,2.4763041351305684,0.005223683814936279,3.4417332176889555,-0.05270206113856697,1.5223173339389833,-1.3949099937132499,1.580243078892485,0.05323363012433016,2.6615236513578786,1.6172287438689152,3.742804223823271,0.11115937507783212,3.820038550427942,-1.423872866190002,2.7773751412648853,-1.4817986111435053,2.758066559613717,0.05323363012433016,1.9471061302646728,-1.4528357386667543,2.4105120898926975,-1.3949099937132499,3.0476952843812333,-1.3949099937132499,3.511101244009259,-1.4817986111435053,2.2560434366833557,0.5166395897523549,3.221472519241743,0.45871384479885163,1.3651302165888723,-0.9144283920421294,1.4230559615423741,0.5337152317954504,2.5043365340077677,2.0977103455400354,3.58561710647316,0.5916409767489524,3.6628514330778312,-0.9433912645188817,2.6201880239147743,-1.001317009472385,2.600879442263606,0.5337152317954504,1.789919012914562,-0.972354136995634,2.2533249725425866,-0.9144283920421294,2.8905081670311223,-0.9144283920421294,3.353914126659148,-1.001317009472385,2.0988563193332452,0.9971211914234752,3.064285401891632,0.939195446469972
1,2.0264411631911474,0.18557011233665782,2.1307380559357534,1.9690469782694089,3.590894554360228,3.7525238442021585,4.654722860355201,1.6874453678589738,4.759019753099806,-0.03345336242701415,3.6743320685559113,-0.09603149807377598,3.6951914471048326,1.6248672322122104,2.819097548050149,0.060413841043131376,3.298863254675333,0.060413841043131376,3.9455039896918858,-0.002164294603631844,4.3835509392192264,-0.09603149807377598,3.131988226283964,2.2506485886798426,3.9872227467897274,2.188070453033078,1.6836410799718193,-1.7537571809992145,1.7879379727164257,0.02971968493353669,3.2480944711409,1.8131965508662864,4.311922777135873,-0.25188192547689847,4.416219669880478,-1.9727806557628864,3.3315319853365835,-2.035358791409648,3.3523913638855047,-0.3144600611236617,2.476297464830821,-1.8789134522927409,2.9560631714560053,-1.8789134522927409,3.602703906472558,-1.941491587939504,4.040750855999899,-2.035358791409648,2.789188143064636,0.31132129534397046,3.6444226635703996,0.24874315969720587,1.4175391621499724,-1.2524507388469988,1.5218360548945786,0.5310261270857524,2.9819925533190528,2.314502993018502,4.045820859314026,0.24942451667531723,4.150117752058631,-1.4714742136106707,3.065430067514736,-1.5340523492574325,3.086289446063658,0.186846381028554,2.2101955470089742,-1.3776070101405251,2.6899612536341584,-1.3776070101405251,3.3366019886507106,-1.4401851457872883,3.7746489381780517,-1.5340523492574325,2.5230862252427886,0.8126277374961862,3.3783207457485522,0.7500496018494216,1.201107463818277,-0.7244908375210655,1.3054043565628835,1.0589860284116857,2.7655608549873576,2.842462894344435,3.829389160982331,0.7773844180012505,3.933686053726936,-0.9435143122847374,2.848998369183041,-1.0060924479314992,2.8698577477319627,0.7148062823544873,1.9937638486772788,-0.8496471088145919,2.473529555302463,-0.8496471088145919,3.1201702903190154,-0.9122252444613551,3.5582172398463565,-1.0060924479314992,2.3066545269110934,1.3405876388221194,3.161889047416857,1.2780095031753549,1.0421818587812266,-0.22034515929688664,1.1464787515258328,1.5631317066358645,2.606635249950307,3.346608572568614,3.6704635559452803,1.2815300962254292,3.7747604486898854,-0.4393686340605586,2.6900727641459903,-0.5019467697073204,2.710932142694912,1.218951960578666,1.8348382436402282,-0.3455014305904131,2.3146039502654125,-0.3455014305904131,2.9612446852819647,-0.4080795662371763,3.399291634809306,-0.5019467697073204,2.1477289218740427,1.8447333170462983,3.0029634423798064,1.7821551813995336
1,2.546008108284908,-0.06851042449829314,2.6482567418369087,1.4038698986505245,3.7934414376193244,2.9989485820617463,4.856827226560138,1.4345444887161256,4.918176406691339,-0.06851042449829314,3.875240344460926,-0.12985960462949533,3.875240344460926,1.3731953085849247,3.036801549334515,-0.09918501456389424,3.5071452636737206,-0.007161244367093656,4.161536518406529,-0.007161244367093656,4.611430506035335,-0.12985960462949533,3.3639971767009182,1.8946633397001311,4.304684605379331,1.8639887496345315,2.1637027261995274,-2.407806419484887,2.265951359751528,-0.9354260963360694,3.4111360555339436,0.6596525870751525,4.474521844474757,-0.9047515062704684,4.535871024605958,-2.407806419484887,3.492934962375545,-2.4691555996160894,3.492934962375545,-0.9661006864016692,2.654496167249134,-2.4384810095504883,3.12483988158834,-2.3464572393536876,3.7792311363211484,-2.3464572393536876,4.229125123949954,-2.4691555996160894,2.9816917946155375,-0.44463265528646273,3.9223792232939494,-0.4753072453520625,1.850412363419151,-1.9525865173852117,1.952660996971152,-0.4802061942363941,3.0978456927535674,1.1148724891748278,4.161231481694381,-0.44953160417079296,4.222580661825582,-1.9525865173852117,3.1796445995951688,-2.013935697516414,3.1796445995951688,-0.5108807843019938,2.341205804468758,-1.9832611074508129,2.8115495188079636,-1.891237337254012,3.465940773540772,-1.891237337254012,3.9158347611695774,-2.013935697516414,2.668401431835161,0.010587246813212674,3.6090888605135736,-0.020087343252387067,1.6117273769246145,-1.4138125723307406,1.7139760104766155,0.058567750818077004,2.8591607062590305,1.653646434229299,3.9225464951998443,0.0892423408836781,3.9838956753310453,-1.4138125723307406,2.9409596131006324,-1.4751617524619427,2.9409596131006324,0.027893160752477265,2.1025208179742214,-1.4444871623963416,2.572864532313427,-1.352463392199541,3.2272557870462357,-1.352463392199541,3.677149774675041,-1.4751617524619427,2.429716445340625,0.5493611918676837,3.3704038740190367,0.518686601802084,1.4301065955770726,-0.8779457006670099,1.5323552291290736,0.5944346224818077,2.677539924911489,2.18951330589303,3.7409257138523024,0.6251092125474088,3.8022748939835034,-0.8779457006670099,2.7593388317530905,-0.9392948807982121,2.7593388317530905,0.563760032416208,1.9209000366266793,-0.908620290732611,2.3912437509658853,-0.8165965205358104,3.045635005698694,-0.8165965205358104,3.495528993327499,-0.9392948807982121,2.248095663993083,1.0852280635314144,3.188783092671495,1.0545534734658146
1,2.8144963896913744,-0.1652327067671991,2.87352166694021,1.4284497789513244,3.9950019346680596,2.99261962604543,5.116482202395909,1.3989371403269066,5.234532756893578,-0.19474534539161686,4.152402673998284,-0.43084645438695257,4.113052489165728,1.1038107540827367,3.306373700098327,-0.34230853851370185,3.778575918089001,-0.2832832612648676,4.427853967826176,-0.2832832612648676,4.8803810934005725,-0.37182117713811835,3.6605253635913324,1.7530888038199122,4.388503782993621,1.8416267196931642,2.1472607576747453,-2.092751726750749,2.206286034923581,-0.49906924103222583,3.3277663026514306,1.06510060606188,4.44924657037928,-0.5285818796566436,4.567297124876949,-2.122264365375167,3.4851670419816547,-2.358365474370503,3.445816857149099,-0.8237082659008136,2.639138068081698,-2.2698275584972523,3.111340286072372,-2.210802281248418,3.7606183358095473,-2.210802281248418,4.2131454613839425,-2.2993401971216687,2.9932897315747033,-0.1744302161636381,3.7212681509769916,-0.08589230029038605,1.9526821459020667,-1.5920822482711376,2.0117074231509022,0.0016002374473858105,3.133187690878752,1.5657700845414915,4.254667958606602,-0.027912401177031972,4.37271851310427,-1.6215948868955554,3.290588430208976,-1.8576959958908912,3.2512382453764204,-0.3230387874212019,2.4445594563090194,-1.7691580800176405,2.916761674299693,-1.7101328027688063,3.5660397240368686,-1.7101328027688063,4.018566849611264,-1.798670718642057,2.7987111198020247,0.32623926231597355,3.526689539204313,0.4147771781892256,1.8009690475733227,-1.0063466790527789,1.8599943248221582,0.5873358066657447,2.9814745925500077,2.1515056537598505,4.102954860277857,0.5578231680413269,4.221005414775526,-1.0358593176771966,3.138875331880232,-1.2719604266725324,3.099525147047676,0.26269678179715694,2.292846357980275,-1.1834225107992815,2.7650485759709493,-1.1243972335504473,3.414326625708125,-1.1243972335504473,3.86685375128252,-1.212935149423698,2.646998021473281,0.9119748315343325,3.374976440875569,1.0005127474075846,1.704005173400178,-0.4435419078912878,1.7630304506490135,1.1501405778272358,2.884510718376863,2.7143104249213414,4.005990986104712,1.120627939202818,4.124041540602381,-0.47305454651570555,3.041911457707087,-0.7091556555110412,3.0025612728745315,0.825501552958648,2.1958824838071305,-0.6206177396377905,2.6680847017978047,-0.5615924623889562,3.31736275153498,-0.5615924623889562,3.7698898771093754,-0.650130378262207,2.5500341473001362,1.4747796026958235,3.2780125667024245,1.5633175185690755
1,2.510733969930445,2.1998969778671538,2.668229796645874,4.022548978431465,3.9019471059167343,6.125608979082594,4.925669979567021,3.788875645025783,5.05691650182988,2.0129583111426097,3.8756978014641623,2.0129583111426097,3.9019471059167343,3.929079645069193,3.0619693634344465,2.1064276445048815,3.5344568435807338,2.1064276445048815,4.164440150442449,2.1064276445048815,4.6106783261361635,2.0129583111426097,3.376961016865303,4.536630311923963,4.374434586063022,4.443160978561691,2.3778090909084946,-0.7836891321082985,2.5353049176239235,1.0389628684560126,3.769022226894784,3.1420228691071417,4.792745100545071,0.8052895350503307,4.92399162280793,-0.9706277988328427,3.742772922442212,-0.9706277988328427,3.769022226894784,0.9454935350937406,2.929044484412496,-0.8771584654705705,3.4015319645587834,-0.8771584654705705,4.031515271420498,-0.8771584654705705,4.477753447114213,-0.9706277988328427,3.2440361378433527,1.553044201948511,4.241509707041072,1.4595748685862389,1.9798436548604326,-0.5201740410379961,2.1373394815758617,1.302477959526315,3.371056790846722,3.405537960177444,4.394779664497009,1.068804626120633,4.526026186759868,-0.7071127077625403,3.34480748639415,-0.7071127077625403,3.371056790846722,1.209008626164043,2.5310790483644343,-0.6136433744002682,3.0035665285107216,-0.6136433744002682,3.633549835372436,-0.6136433744002682,4.079788011066151,-0.7071127077625403,2.846070701795291,1.8165592930188132,3.8435442709930094,1.7230899596565412,1.6280317780230529,-0.10822501060363647,1.7855276047384818,1.7144269899606748,3.0192449140093425,3.817486990611804,4.04296778765963,1.4807536565549926,4.174214309922489,-0.29516367732818066,2.9929956095567705,-0.29516367732818066,3.0192449140093425,1.6209576565984025,2.1792671715270546,-0.20169434396590857,2.651754651673342,-0.20169434396590857,3.2817379585350563,-0.20169434396590857,3.7279761342287716,-0.29516367732818066,2.494258824957911,2.228508323453173,3.4917323941556297,2.135038990090901,1.3514709020986704,0.4024925426667552,1.5089667288140993,2.225144543231066,2.7426840380849598,4.328204543882196,3.766406911735247,1.9914712098253844,3.897653433998106,0.215553875942211,2.7164347336323877,0.215553875942211,2.7426840380849598,2.1316752098687943,1.9027062956026721,0.3090232093044831,2.375193775748959,0.3090232093044831,3.005177082610674,0.3090232093044831,3.451415258304389,0.215553875942211,2.2176979490335285,2.7392258767235647,3.215171518231247,2.6457565433612924
1,2.0981879456562647,2.985704366221562,2.2294344679191216,4.8083563667858735,3.4631517771899807,6.911416367437003,4.5131239552928415,4.621417700061327,4.618121173103127,2.845500366178154,3.43690247273741,2.798765699497018,3.43690247273741,4.668152366742465,2.649423339160265,2.938969699540426,3.0694122104014094,2.938969699540426,3.7256448217156963,2.8922350328592903,4.171882997409411,2.845500366178154,2.9644149925911227,5.322437700278372,3.9093899528836973,5.228968366916099,2.2602496938083108,0.149722342130207,2.3914962160711677,1.9723743426945182,3.625213525342027,4.0754343433456475,4.675185703444888,1.785435675969972,4.7801829212551725,0.009518342086798833,3.598964220889456,-0.03721632459433721,3.598964220889456,1.83217034265111,2.811485087312311,0.10298767544907093,3.2314739585534555,0.10298767544907093,3.8877065698677424,0.05625300876793488,4.333944745561458,0.009518342086798833,3.1264767407431693,2.4864556761870165,4.071451701035744,2.392986342824744,1.9448490465266057,0.4257453152898642,2.0760955687894627,2.2483973158541755,3.3098128780603213,4.3514573165053045,4.359785056163182,2.0614586491296296,4.4647822739734675,0.28554131524645604,3.283563573607751,0.23880664856532,3.283563573607751,2.1081933158107673,2.4960844400306055,0.37901064860872813,2.9160733112717505,0.37901064860872813,3.572305922586037,0.3322759819275921,4.018544098279753,0.28554131524645604,2.811076093461464,2.7624786493466735,3.7560510537540384,2.6690093159844017,1.5929592535819446,0.8763735911255813,1.7242057758448017,2.6990255916898924,2.9579230851156604,4.8020855923410215,4.007895263218521,2.5120869249653466,4.112892481028807,0.7361695910821732,2.93167378066309,0.6894349244010372,2.93167378066309,2.5588215916464843,2.1441946470859445,0.8296389244444453,2.5641835183270896,0.8296389244444453,3.220416129641376,0.7829042577633092,3.6666543053350913,0.7361695910821732,2.459186300516803,3.213106925182391,3.4041612608093774,3.1196375918201187,1.2658787001942837,1.399690085068536,1.3971252224571407,3.2223420856328473,2.6308425317279998,5.325402086283977,3.6808147098308606,3.0354034189083015,3.7858119276411455,1.259486085025128,2.604593227275429,1.212751418343992,2.604593227275429,3.082138085589439,1.8171140936982837,1.3529554183874002,2.2371029649394285,1.3529554183874002,2.8933355762537154,1.306220751706264,3.3395737519474302,1.259486085025128,2.132105747129142,3.7364234191253454,3.0770807074217164,3.6429540857630736
